surname,name,patronymic,position,faculty,department,spin,spin link,orcid,orcid link,scopus author id,scopus link,researcher id,researcher link
Кужбанов,Акан,Каербаевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",5843-8008,http://elibrary.ru/author_profile.asp?spin=5843-8008,0000-0003-0565-2254,http://orcid.org/0000-0003-0565-2254,0,0,p-2641-2015,http://www.researcherid.com/rid/p-2641-2015
Лысенко,Евгений,Алексеевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Нестеренко,Григорий,Анатольевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",1284-7295,http://elibrary.ru/author_profile.asp?spin=1284-7295,0000-0003-1528-4627,http://orcid.org/0000-0003-1528-4627,56909811200,http://www.scopus.com/authid/detail.uri?authorId=56909811200,0,0
Носов,Евгений,Юрьевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Павлюченко,Евгений,Александрович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",6223-7909,http://elibrary.ru/author_profile.asp?spin=6223-7909,0000-0001-6109-7449,http://orcid.org/0000-0001-6109-7449,55956907000,http://www.scopus.com/authid/detail.uri?authorId=55956907000,N-4395-2013,http://www.researcherid.com/rid/N-4395-2013
Парадеев,Валерий,Дмитриевич,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Тегжанов,Аблай-Хан,Савитович,доцент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Дорофеев,Егор,Алексеевич,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Кайгородов,Сергей,Юрьевич,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Нестеренко,Ирина,Сергеевна,старший преподаватель,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",5520-2787,http://elibrary.ru/author_profile.asp?spin=5520-2787,0000-0003-4749-010X,http://orcid.org/0000-0003-4749-010X,57191036593,http://www.scopus.com/authid/detail.uri?authorId=57191036593,0,0
Сокирко,Ксения,Николаевна,ассистент,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Брюханова,Любовь,Владимировна,учебный мастер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Ибнояминова,Сауле,Леонидовна,заведующий лабораторией,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Ларина,Марина,Анатольевна,учебный мастер 1 категории,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Рожкова,Елена,Анатольевна,заведующий лабораторией,"Факультет транспорта, нефти и газа","Кафедра ""Гидромеханика и транспортные машины""",0,0,0,0,0,0,0,0
Кузнецова,Ольга,Павловна,заведующий кафедрой,Факультет гуманитарного образования,"Кафедра ""Государственное, муниципальное управление и таможенное дело""",9578-8756,http://elibrary.ru/author_profile.asp?spin=9578-8756,0000-0002-3371-956X,http://orcid.org/0000-0002-3371-956X,57193738676,http://www.scopus.com/authid/detail.uri?authorId=57193738676,E-9693-2014,http://www.researcherid.com/rid/E-9693-2014
